t,fps,top_emotion,prob_Anger,prob_Contempt,prob_Disgust,prob_Fear,prob_Happiness,prob_Neutral,prob_Sadness,prob_Surprise,nose_x,nose_y,nose_vis,left_shoulder_z,left_shoulder_vis,right_shoulder_z,right_shoulder_vis
0.07375407218933105,13.377197665797805,Neutral,4.392307624220848,1.6773046925663948,0.026351428823545575,0.1565173384733498,0.21542971953749657,49.38099980354309,43.54258179664612,0.6085109896957874,0.5143882632255554,0.7552874088287354,0.9883052110671997,-0.614183783531189,0.9249508380889893,-0.49589410424232483,0.9378180503845215
0.17640972137451172,11.210151468157202,Sadness,3.262142464518547,1.2290667742490768,0.019199946837034076,0.15474456595256925,0.15455401735380292,45.08156478404999,49.54769313335419,0.5510416813194752,0.5144302845001221,0.7561805844306946,0.9877555966377258,-0.6319167017936707,0.9222660064697266,-0.49058812856674194,0.9373464584350586
0.28404974937438965,10.451150041197904,Sadness,4.0680281817913055,1.138317584991455,0.016325055912602693,0.11016540229320526,0.14319440815597773,42.85458326339722,51.0734498500824,0.5959445144981146,0.5144608616828918,0.7565667629241943,0.9880385398864746,-0.6315435171127319,0.9242122173309326,-0.49246254563331604,0.9395780563354492
0.4116227626800537,9.624111957215392,Neutral,6.023755669593811,2.303929254412651,0.10655400110408664,0.18618754111230373,0.16124710673466325,50.60081481933594,39.58593308925629,1.0315741412341595,0.5143698453903198,0.7558683753013611,0.9883994460105896,-0.6129671335220337,0.9241547584533691,-0.4859515130519867,0.9403464198112488
0.5292296409606934,9.359271026236227,Sadness,5.59426061809063,1.3237851671874523,0.03881703596562147,0.18068330828100443,0.17140605486929417,44.31415796279907,47.46418297290802,0.9127110242843628,0.513333797454834,0.7554740905761719,0.9887117743492126,-0.5626031756401062,0.9226372838020325,-0.478842556476593,0.9398740530014038
0.6398599147796631,9.289940221862068,Sadness,5.709603801369667,1.2293863110244274,0.03475561097729951,0.3243877552449703,0.19839860033243895,41.25695824623108,50.50951838493347,0.7369897793978453,0.5109716653823853,0.7495784759521484,0.9888094067573547,-0.5180528163909912,0.9211019277572632,-0.4569471776485443,0.9412583708763123
0.7544763088226318,9.19266944867025,Neutral,3.121049702167511,1.723453588783741,0.03308481245767325,0.15993363922461867,0.29190354980528355,47.65795171260834,46.431758999824524,0.5808631889522076,0.5083406567573547,0.7498828768730164,0.9885438084602356,-0.5333579778671265,0.9227204918861389,-0.4579682946205139,0.9429488778114319
0.8631124496459961,9.183659357929107,Sadness,2.902279794216156,1.1736653745174408,0.021462772565428168,0.14196318807080388,0.2291630022227764,46.95572555065155,47.76955544948578,0.8061835542321205,0.5097111463546753,0.742701530456543,0.9887135028839111,-0.5332077145576477,0.9235159158706665,-0.46490398049354553,0.9439709782600403
0.9807190895080566,9.093489350067484,Sadness,3.5814791917800903,1.3757601380348206,0.02017193182837218,0.1617972389794886,0.2111602807417512,45.808565616607666,48.0928897857666,0.7481745444238186,0.5088295340538025,0.7387112379074097,0.9889917373657227,-0.5338016152381897,0.9224227070808411,-0.46349436044692993,0.9434957504272461
1.08237886428833,9.154333104490139,Neutral,3.7881262600421906,1.3683526776731014,0.03366683959029615,0.18365150317549706,0.21354604978114367,53.187716007232666,40.42399227619171,0.8009516634047031,0.506714940071106,0.7377402186393738,0.9886477589607239,-0.5376347303390503,0.9190446138381958,-0.42273658514022827,0.939967930316925
1.1920123100280762,9.14371358323281,Neutral,4.235415533185005,1.6005972400307655,0.04458809562493116,0.20824638195335865,0.19048417452722788,57.947540283203125,35.07276475429535,0.70036631077528,0.5068420171737671,0.736695408821106,0.9883207082748413,-0.5456961989402771,0.9138547778129578,-0.42557063698768616,0.934583306312561
1.3365287780761719,8.89858651523874,Sadness,5.194606631994247,1.065537054091692,0.08522914722561836,0.15665002865716815,0.18430899363011122,34.50380265712738,58.09283256530762,0.7170326076447964,0.5068733096122742,0.7357463836669922,0.988738477230072,-0.5497472286224365,0.914482831954956,-0.4234234392642975,0.9342472553253174
1.458122730255127,8.83678821123612,Sadness,3.861817717552185,0.5957475863397121,0.07100501097738743,0.11810564901679754,0.10750815272331238,27.516931295394897,67.16634035110474,0.5625441670417786,0.5063692331314087,0.7357471585273743,0.9889724850654602,-0.5669029951095581,0.9153271317481995,-0.44584470987319946,0.9354550838470459
1.5936696529388428,8.708256683459691,Neutral,3.908253088593483,1.679699867963791,0.09048064239323139,0.20079792011529207,0.2957102609798312,50.87375044822693,42.098405957221985,0.8528951555490494,0.5066754221916199,0.7358530163764954,0.9892188310623169,-0.5676245093345642,0.9154025316238403,-0.45309123396873474,0.936237096786499
1.711275339126587,8.689227992788963,Neutral,4.274100065231323,1.4252983964979649,0.09637243347242475,0.2475382760167122,0.24161122273653746,55.27776479721069,37.54817545413971,0.8891459554433823,0.5073651671409607,0.7359066605567932,0.9893230199813843,-0.5473414659500122,0.9147743582725525,-0.461864173412323,0.9371311068534851
1.8508086204528809,8.57077679238403,Neutral,3.650183603167534,1.7978915944695473,0.06179913762025535,0.17897008219733834,0.26921851094812155,49.28427338600159,44.09836828708649,0.6592982914298773,0.5041494369506836,0.7340744733810425,0.9886570572853088,-0.5271884202957153,0.9091587662696838,-0.4047107696533203,0.9331696033477783
1.9724016189575195,8.54528308311536,Neutral,4.68640998005867,1.9661925733089447,0.05427761934697628,0.2949152374640107,0.22230511531233788,54.31100130081177,37.67862021923065,0.7862785831093788,0.5032284259796143,0.734143078327179,0.9880639910697937,-0.5320659279823303,0.9045928120613098,-0.38533759117126465,0.9317929148674011
2.112931489944458,8.44701018542326,Sadness,4.286257177591324,1.280673686414957,0.05648112273775041,0.25247784797102213,0.18082320457324386,38.15584182739258,55.026423931121826,0.7610211614519358,0.4998825192451477,0.7338321208953857,0.9874616861343384,-0.5360057353973389,0.8992307782173157,-0.34601399302482605,0.9286409020423889
2.243494987487793,8.397808660383834,Sadness,2.8867142274975777,1.2479661032557487,0.03590568376239389,0.33383448608219624,0.15309767331928015,40.51639139652252,53.755927085876465,1.070164516568184,0.4948781430721283,0.7328008413314819,0.9856540560722351,-0.5697629451751709,0.8885999321937561,-0.34842970967292786,0.9246672987937927
2.383028030395508,8.322832587478496,Neutral,4.774568602442741,2.273297682404518,0.1380450208671391,0.4014872945845127,0.3134220140054822,49.38715100288391,41.747117042541504,0.9649093262851238,0.4897262454032898,0.7264630794525146,0.9849582314491272,-0.5546057224273682,0.8817845582962036,-0.3350387513637543,0.9224768280982971
2.508607864379883,8.301681970437745,Sadness,3.0702391639351845,1.871565729379654,0.08646384230814874,0.300244870595634,0.33224476501345634,42.374423146247864,50.71844458580017,1.2463707476854324,0.4829905927181244,0.7256832122802734,0.983256459236145,-0.5317234396934509,0.8786067366600037,-0.2960224449634552,0.9240857362747192
2.6421616077423096,8.25775731324477,Sadness,2.549564465880394,1.3572665862739086,0.034155024331994355,0.32449455466121435,0.1804125146009028,42.58110523223877,51.79378390312195,1.1792192235589027,0.47697824239730835,0.7212945222854614,0.982134997844696,-0.5309103727340698,0.8773696422576904,-0.2938583791255951,0.9252029657363892
2.7896692752838135,8.177285613389145,Sadness,3.5895228385925293,1.0069718584418297,0.05457082879729569,0.21486193872988224,0.19528778502717614,37.04507052898407,57.03478455543518,0.8589282631874084,0.4728340208530426,0.7209979891777039,0.9816677570343018,-0.5320955514907837,0.874570369720459,-0.3096567392349243,0.9270092844963074
2.9272077083587646,8.132263931143958,Sadness,2.284485474228859,0.9287057444453239,0.04606801085174084,0.2872168552130461,0.1545193954370916,34.09492075443268,61.15558743476868,1.0484982281923294,0.47209563851356506,0.7223461270332336,0.981312096118927,-0.5328114628791809,0.873786985874176,-0.31817203760147095,0.9293986558914185
3.0537843704223633,8.120087993226486,Sadness,2.8249461203813553,1.4169100672006607,0.11224718764424324,0.4332323558628559,0.23748367093503475,40.990620851516724,52.99591422080994,0.9886401705443859,0.47288626432418823,0.7224097847938538,0.9813389182090759,-0.519415020942688,0.874650239944458,-0.31689733266830444,0.9310318231582642
3.19830060005188,8.063764277927948,Neutral,4.190991073846817,2.2711461409926414,0.0963166996371001,0.2801119815558195,0.27082678861916065,49.78083372116089,42.17209219932556,0.9376831352710724,0.47517791390419006,0.7221890687942505,0.9811166524887085,-0.5016794204711914,0.8763222098350525,-0.31982749700546265,0.9314702749252319
3.3268725872039795,8.050395266359558,Neutral,5.7792287319898605,2.101322263479233,0.15773727791383862,0.28668688610196114,0.2420094097033143,48.0429470539093,42.791882157325745,0.5981921683996916,0.47871488332748413,0.7222190499305725,0.9817100167274475,-0.5002883672714233,0.8778977990150452,-0.3350645899772644,0.9322202801704407
3.4873337745666504,7.9651042534223295,Neutral,6.395001709461212,2.0619377493858337,0.05610866937786341,0.27610252145677805,0.23407288827002048,49.8000830411911,40.33241271972656,0.8442824706435204,0.49684470891952515,0.7247287631034851,0.9828245639801025,-0.48182088136672974,0.8841109871864319,-0.39665454626083374,0.9348955154418945
3.623877763748169,7.938946188619104,Sadness,5.78046515583992,2.812769263982773,0.2253181068226695,0.22062528878450394,0.5291531328111887,40.12103080749512,49.209076166152954,1.1015626601874828,0.5207286477088928,0.7243165373802185,0.9836441874504089,-0.4870491027832031,0.8849210739135742,-0.4723717272281647,0.9264824986457825
3.748460531234741,7.939741530182526,Sadness,5.071663111448288,2.850259281694889,0.18232298316434026,0.1374383457005024,0.5077504552900791,43.010881543159485,47.308239340782166,0.9314471855759621,0.5393701195716858,0.7227411270141602,0.9844792485237122,-0.5039220452308655,0.8879401087760925,-0.4964519441127777,0.9206632971763611
3.877030372619629,7.932384614303827,Neutral,6.514832377433777,3.3435259014368057,0.21617833990603685,0.1779101905412972,0.458684004843235,44.46894824504852,43.802666664123535,1.0172578506171703,0.5403043031692505,0.7223283648490906,0.9852475523948669,-0.5054368376731873,0.8891634345054626,-0.5129609704017639,0.9183206558227539
4.032510757446289,7.873026277855255,Sadness,4.3075792491436005,1.6191460192203522,0.09146847296506166,0.15511862002313137,0.2157153794541955,38.09512555599213,54.824382066726685,0.6914622616022825,0.5375896692276001,0.7245041728019714,0.9853968024253845,-0.5314892530441284,0.8902786374092102,-0.4864608347415924,0.9124578833580017
4.159086465835571,7.871975034136708,Sadness,3.9450515061616898,2.4981869384646416,0.06948009831830859,0.142567022703588,0.36934136878699064,42.87065267562866,49.443045258522034,0.6616753060370684,0.5348814725875854,0.7333786487579346,0.9858512878417969,-0.5708624124526978,0.8933756947517395,-0.4994160532951355,0.9089226722717285
4.303603172302246,7.838430268842229,Sadness,5.107661336660385,1.4682845212519169,0.10795590933412313,0.13366739731281996,0.227021099999547,32.409363985061646,60.05890965461731,0.4871395882219076,0.5371789336204529,0.7330935597419739,0.9863916039466858,-0.5645456910133362,0.8967043161392212,-0.4926697611808777,0.9061265587806702
4.430180311203003,7.83842925943798,Sadness,2.9659295454621315,1.0095943696796894,0.0648717163130641,0.16254145884886384,0.2087474800646305,32.05169141292572,62.73438334465027,0.8022407069802284,0.5362058877944946,0.732631504535675,0.9870080947875977,-0.5601488351821899,0.8981437087059021,-0.4917248785495758,0.9048388004302979
4.5647313594818115,7.824842875428124,Sadness,6.19187168776989,2.0522432401776314,0.13845445355400443,0.25595580227673054,0.3102388000115752,44.25083100795746,45.91311514377594,0.8872954174876213,0.5342254638671875,0.7325363755226135,0.9871993064880371,-0.5775221586227417,0.8994245529174805,-0.4940811097621918,0.9060899615287781
4.7002763748168945,7.810395060902506,Sadness,3.8040384650230408,1.4640072360634804,0.09450452635064721,0.24135475978255272,0.2607668051496148,42.57265031337738,50.63832402229309,0.9243457578122616,0.5294051766395569,0.7342539429664612,0.9869636297225952,-0.598160445690155,0.9000962376594543,-0.4901069700717926,0.9068589210510254
4.829842567443848,7.806332984995071,Sadness,4.994123801589012,1.370407361537218,0.0848927884362638,0.13967066770419478,0.24369745515286922,39.29316699504852,53.10353636741638,0.7705079857259989,0.526807963848114,0.7356299161911011,0.9856039881706238,-0.6010888814926147,0.8987971544265747,-0.4684787392616272,0.9043840765953064
